colors,language,type,text,flavor,title
R,Portuguese (Brazil),Criatura Lendária — Elemental Lagarto,"Toda vez que um comandante que você controla causa dano de combate a um oponente, ele causa aquela quantidade de dano a cada outro oponente.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","Kediss adora metal derretido, chamas calcinantes e carinho na cabeça.","Kediss, Familiar Ígneogarra"
R,Portuguese (Brazil),Criatura Lendária — Goblin Mago,"Toda vez que você conjurar uma mágica instantânea ou um feitiço, jogue uma moeda. Se você perder, devolva aquela mágica para a mão de seu dono. Se vencer, copie aquela mágica e você pode escolher novos alvos para a cópia.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","""O dobro ou nada.""","Krark, o Sem Dedão"
R,Portuguese (Brazil),Criatura — Goblin Pirata,"{T}: Tripulação do Aparelho de Raios causa 1 ponto de dano a cada oponente.
Toda vez que você conjurar uma mágica de Pirata, desvire Tripulação do Aparelho de Raios.",Um navio pirata em batalha é uma tempestade em atividade.,Tripulação do Aparelho de Raios
R,Portuguese (Brazil),Encantamento,"{1}, sacrifique um artefato ou uma criatura: Munições Improvisadas causa 1 ponto de dano a qualquer alvo.","""Lubrifique um canhão de fogo direitinho com óleo de fígado de dinossauro e ele vai atirar praticamente qualquer coisa.""",Munições Improvisadas
R,Portuguese (Brazil),Criatura — Orc Pirata,"Toda vez que Arrasador de Portos causar dano de combate a um jogador, desvire cada criatura que você controla. Depois dessa fase de combate, há uma fase de combate adicional.
Arrasador de Portos não pode atacar um jogador que ele já tenha atacado neste turno.","""Bate, pilha e queima sem piedade, para a próxima cidade!""",Arrasador de Portos
R,Portuguese (Brazil),Feitiço,"A criatura alvo não pode bloquear neste turno.
Compre um card.","""Nada contra você. É que esperar pela autorização do Consulado nunca foi meu forte.""",Tática dos Renegados
R,Portuguese (Brazil),Criatura — Dinossauro,Ameaçar (Esta criatura só pode ser bloqueada por duas ou mais criaturas.),"Conforme as áreas selvagens de Ravnica se expandiram, até mesmo os defensores da natureza tiveram de enfrentar ameaças naturais mais ferozes.",Predador da Escama Dilacerante
R,Portuguese (Brazil),Criatura Lendária — Kobold Guerreiro,"Iniciativa, ameaçar, atropelar
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)",A força é uma coisa relativa.,"Rograkh, Filho de Rohgahh"
R,Portuguese (Brazil),Criatura — Goblin Ladino,"{T}, descarte um card: Compre um card.","A escala de valor de um goblin tem quatro quesitos: brilhoso, pontiagudo, fedorento ou muito fedorento.",Goblin Escarafunchador
R,Portuguese (Brazil),Criatura — Gigante,Alcance,Ela não ficará satisfeita até que sua cabeça seja a mais alta no céu.,Gigante Varredor do Céu
R,Portuguese (Brazil),Mágica Instantânea,A criatura alvo que você controla causa dano igual ao próprio poder a qualquer alvo.,"Um avatar ele esculpe, de ira e chamas.",Fogo da Alma
R,Portuguese (Brazil),Feitiço,"Escolha qualquer número de criaturas, planeswalker e/ou jogadores alvo. Para cada um deles, exile o card do topo de seu grimório. Depois, Erupção da Alma-ígnea causa àquela permanente ou jogador dano igual ao custo de mana convertido daquele card. Você pode jogar os cards exilados até o final de seu próximo turno.",Renuncie à carne. Escolha o fogo.,Erupção da Alma-ígnea
R,Portuguese (Brazil),Criatura — Dragão,"Voar
Quando Dragão Eletrolíngue entra no campo de batalha, você pode pagar {2}{R}. Quando você faz isso, ele causa 3 pontos de dano a qualquer alvo.",Os tolos creem que o bando de Kolaghan siga as tempestades de raios. Os sábios sabem que na verdade é o contrário.,Dragão Eletrolíngue
R,Portuguese (Brazil),Mágica Instantânea,Litofúria causa à criatura alvo uma quantidade de dano igual ao número de terrenos que você controla.,Akoum consegue fazer qualquer intruso parecer pequeno.,Litofúria
R,Portuguese (Brazil),Criatura — Humano Xamã,{8}: Invocador de Valakut causa 3 pontos de dano a qualquer alvo.,"""Desde que andamos por este mundo sabemos que ele é um lugar severo e impiedoso.""
— *Os Contos do Invocador*",Invocador de Valakut
R,Portuguese (Brazil),Criatura — Dragão,"Voar, ímpeto","Algumas vezes, uma erupção em Shiv pode gerar algo mais perigoso do que um mero rio de pedras derretidas.",Dragão Vulcânico
R,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +2/+2, tem iniciativa e não pode atacar você nem um planeswalker que você controla.","""Por tudo que eu perdi, por todos que tombaram, eu reduzirei você a pó.""
— Jared Carthalion",Voto do Relâmpago
R,Portuguese (Brazil),Mágica Instantânea,"Centelhas da Solda causa X pontos de dano à criatura alvo, sendo X 3 mais o número de artefatos que você controla.","""As chamas da invenção ardem em todos nós. Eu luto pela liberdade de atear esse fogo.""
— Pia Nalaar",Centelhas da Solda
R,Portuguese (Brazil),Criatura — Sátiro,"Quando Celebrantes Selvagens entra no campo de batalha, você pode destruir o artefato alvo.","""É possível saber se algo é realmente valioso pelo som que faz com o golpe do seu cajado.""",Celebrantes Selvagens
G,Portuguese (Brazil),Criatura — Cobra,"Lampejo
Toque mortífero","""As criaturas vivas raramente me impressionam. Mas gostei dessa.""
— Uta Falkenrath",Víbora de Emboscada
G,Portuguese (Brazil),Mágica Instantânea,"Coloque um marcador +1/+1 na criatura alvo que você controla se ela for lendária. Em seguida, ela luta contra a criatura alvo que um oponente controla. (Cada uma causa dano igual ao seu poder à outra.)",A mente de Multani lutou para manter-se consciente enquanto a fúria reconstruía seu corpo.,Animus Ancestral
G,Portuguese (Brazil),Criatura — Dinossauro,"Alcance, atropelar
Cascata (Quando conjurar esta mágica, exile os cards do topo do seu grimório até exilar um que não seja terreno e que tenha custo inferior. Você pode conjurá-lo sem pagar seu custo de mana. Coloque os cards exilados no fundo de seu grimório em ordem aleatória.)",Ele combina pescoço longo e pavio curto.,Altissauro Irritado
G,Portuguese (Brazil),Criatura — Elfo Artesão,"Quando Jurada de Armoraria entrar no campo de batalha, compre um card para cada criatura que você controla com um marcador +1/+1.","Se não fosse a jurada, ela mesma venceria na categoria.",Jurada de Armoraria
G,Portuguese (Brazil),Criatura — Lodo,"Os Lodos que você controla recebem +1/+1.
No início de sua manutenção, se você controlar um comandante, crie uma ficha que seja uma cópia de Bolha de Biorresíduos.","""Os Simic serão multados por contaminarem os canais. Enquanto isso... Prenda aquele lodo!""
— Encarceradora Polgar",Bolha de Biorresíduos
G,Portuguese (Brazil),Encantamento,"Quando Corte da Generosidade entra no campo de batalha, você se torna o monarca.
No início de sua manutenção, você pode colocar um card de terreno de sua mão no campo de batalha. Se você for o monarca, em vez disso, você pode colocar um card de criatura ou terreno de sua mão no campo de batalha.",Crescer é triunfar.,Corte da Generosidade
G,Portuguese (Brazil),Mágica Instantânea,"Escolha um —
• Destrua a criatura alvo com voar.
• Destrua o artefato alvo.","""A maldição do seu véu não pode me deter, maga da morte. Eu já derrotei inúmeros caçadores da noite. Este plano obscuro não é grande o suficiente para você se esconder.""
— Garruk Falabravo, para Liliana Vess",Trepadeira Esmagadora
G,Portuguese (Brazil),Criatura — Alce,"Quando Regente da Clareira da Aurora entra no campo de batalha, você se torna o monarca.
Enquanto você for o monarca, as permanentes que você controla têm resistência a magia.","""Cada criatura na clareira parou e olhou. Superado, curvei-me à fera.""
— Endril, naturalista kaloniano",Regente da Clareira da Aurora
G,Portuguese (Brazil),Criatura — Elfo Xamã,"Quando Visionário Élfico entrar no campo de batalha, compre um card.","""De pequenas sementes nascem e crescem as maiores árvores. Que as sementes da sua mente sejam igualmente férteis.""",Visionário Élfico
G,Portuguese (Brazil),Criatura — Elfo Soldado,"Quando Comitiva de Trest entra no campo de batalha, você se torna o monarca.
Comitiva de Trest pode bloquear uma criatura adicional a cada combate enquanto você for o monarca.","""Os débeis recorrem à violência, para a qual os ágeis se preparam.""
— Leovold, emissário de Trest",Comitiva de Trest
G,Portuguese (Brazil),Criatura — Elfo Druida,"Quando Elfo Porto-longínquo entra no campo de batalha, você pode procurar um card de terreno básico em seu grimório, colocá-lo no campo de batalha virado e depois embaralhar seu grimório.","""A florescência verdejante existe. Ela apenas se esconde para sua própria segurança""",Elfo Porto-longínquo
G,Portuguese (Brazil),Criatura — Elfo Druida,{T}: Adicione {G}.,"""Não poderíamos abandonar a floresta mais do que as estrelas poderiam abandonar o céu noturno.""",Elfos de Fyndhorn
G,Portuguese (Brazil),Criatura Lendária — Elfo Druida,"{T}: Adicione {G}. Quando gastar esse mana para conjurar uma mágica com custo de mana convertido igual ou superior a 6, compre um card.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","""Algo poderoso se move na floresta. Está sentindo?""","Gilanra, Convocador de Wirewood"
G,Portuguese (Brazil),Mágica Instantânea,"Escolha uma criatura alvo que você controla. Toda vez que aquela criatura causar dano de combate a um jogador ou a um planeswalker neste turno, compre uma quantidade equivalente de cards.","""O predador conhece o mundo como ele é. A vida é um conflito. Apenas os fortes sobrevivem.""
— Garruk Falabravo",Percepção do Caçador
G,Portuguese (Brazil),Criatura — Elfo Xamã,{T}: Coloque um marcador +1/+1 na criatura alvo para cada Elfo que você controla.,"Os elfos da classe dos imaculados tecem criaturas com a flora, às vezes para apoiar um guerreiro de elite, às vezes para criar uma obra de arte viva.",Magistrado Imaculado
G,Portuguese (Brazil),Criatura — Elfo Guerreiro,"Os outros Elfos que você controla recebem +1/+1.
{G}, {T}: Crie uma ficha de criatura verde 1/1 do tipo Elfo Guerreiro.","Em uma cultura de beleza, os mais belos são venerados como deuses.",Perfeita Imperiosa
G,Portuguese (Brazil),Criatura — Elfo Guerreiro,"Toda vez que outra criatura verde entrar no campo de batalha sob seu controle, coloque um marcador +1/+1 na criatura alvo.","""Equipamento para um Cavaleiro Celeste? Bem, tenho manoplas de couro de dragonete, flexíveis e à prova de fogo. Ou uma placa peitoral de ceratok capaz de parar um disparo de besta.""",Habitante da Travessa da Hera
G,Portuguese (Brazil),Mágica Instantânea,Coloque um marcador +1/+1 na criatura alvo e depois coloque um marcador +1/+1 em cada criatura que você controla com um marcador +1/+1.,Os melhores engenheiros reconhecem quando um problema já foi resolvido.,Dádiva da Vivideira
G,Portuguese (Brazil),Criatura — Humano Mago,"{G}, {T}, sacrifique Magus da Ordem e outra criatura verde: Procure em seu grimório um card de criatura verde, coloque-o no campo de batalha e depois embaralhe seu grimório.","""Uma vida por outra. O custo é sempre o mesmo.""",Magus da Ordem
G,Portuguese (Brazil),Criatura — Besta,"Atropelar
Toda vez que um artefato é colocado num cemitério vindo do campo de batalha, Fera Decompositora recebe +2/+0 até o final do turno.","""Uma trilha de sucata pode atrai-la para uma emboscada. Mas cuidado para não alimentá-la demais.""
— Adaran, caçador do Emaranhado",Fera Decompositora
G,Portuguese (Brazil),Feitiço,"Investida Monstruosa causa X pontos de dano divididos à sua escolha a qualquer número de criaturas alvo, sendo X o maior poder entre as criaturas que você controla conforme conjura esta mágica.","""Saudações de Peema.""
— Rishkar",Investida Monstruosa
G,Portuguese (Brazil),Criatura Lendária — Elfo Guerreiro,"No início do combate no seu turno, você pode pagar {X}{X}. Quando fizer isso, distribua X marcadores +1/+1 entre qualquer número de Elfos alvo.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)",A lâmina dele desbrava o caminho para seu povo. As palavras dele o guiam.,"Numa, Líder Joraga"
G,Portuguese (Brazil),Criatura — Elfo Xamã,"Quando Sábio da Reivindicação entra no campo de batalha, você pode destruir o artefato ou encantamento alvo.","""Aquilo que um dia foi formado por pedreiros, moldado por ferreiros ou animado por magos, eu devolverei ao abraço da terra.""",Sábio da Reivindicação
G,Portuguese (Brazil),Feitiço,"Procure até dez cards de terreno em seu grimório, coloque-os no campo de batalha virados e, depois, embaralhe seu grimório.","""A terra não está morta, só adormecida. Ela despertará se você souber como pedir.""
— Gilanra, Convocador de Wirewood",Remoldar a Terra
G,Portuguese (Brazil),Criatura — Crocodilo,Resistência a magia (Esta criatura não pode ser alvo de mágicas nem de habilidades que seus oponentes controlam.),Sobreviver a um encontro com ele é prova suficiente de que um iniciado está pronto para a Prova da Força.,Behemoth Escamoso
G,Portuguese (Brazil),Criatura — Felino Macaco,"Bandar Surrupiador entra no campo de batalha com dois marcadores +1/+1.
No início de sua manutenção, você pode mover qualquer número de marcadores +1/+1 de Bandar Surrupiador para outra criatura alvo.","""Estava bem aqui há um segundo...""",Bandar Surrupiador
G,Portuguese (Brazil),Criatura — Aranha,"Vigilância, alcance","""A sua primeira reação pode ser ficar imóvel na esperança de que ela não tenha te visto. Acredite, ela te viu.""
— Endril, naturalista kaloniano",Aranha Sentinela
G,Portuguese (Brazil),Criatura — Vorme,"Atropelar
Quando Vorme Vasculhador entrar no campo de batalha, use vidência 3, depois revele o card do topo de seu grimório. Você ganha uma quantidade de pontos de vida igual ao custo de mana convertido daquele card.","""Agora o monumento de Rhonas pertence aos vormes. Busque refúgio em outro lugar.""
— Arnon, vizir do bestiário",Vorme Vasculhador
G,Portuguese (Brazil),Criatura — Símio Xamã,"Atropelar
Quando Xamã Dorso Prateado morrer, compre um card.",Os símios de Yavimaya extraem forças dos espíritos de seus ancestrais.,Xamã Dorso Prateado
