colors,language,type,text,flavor,title,raw_text
G,Portuguese (Brazil),Encantamento — Aura,"Encantar terreno
Toda vez que o terreno encantado é virado para gerar mana, seu controlador adiciona um mana extra de qualquer cor.","A verdadeira força da natureza não está na fúria da tormenta, nem na carga do rinoceronte, mas no vigor inexorável da vida.",Solo Fértil,"Solo Fértil - Encantar terreno Toda vez que o terreno encantado é virado para gerar mana, seu controlador adiciona um mana extra de qualquer cor. A verdadeira força da natureza não está na fúria da tormenta, nem na carga do rinoceronte, mas no vigor inexorável da vida."
G,Portuguese (Brazil),Mágica Instantânea,"Coloque os três cards do topo de seu grimório em seu cemitério. Depois, você pode devolver um card de criatura ou terreno de seu cemitério para a sua mão.",Emrakul não concede desejos. Esses simplesmente se alinham a sua vontade.,Lutar com o Passado,"Lutar com o Passado - Coloque os três cards do topo de seu grimório em seu cemitério. Depois, você pode devolver um card de criatura ou terreno de seu cemitério para a sua mão. Emrakul não concede desejos. Esses simplesmente se alinham a sua vontade."
G,Portuguese (Brazil),Encantamento,"Quando Selo da Terra entrar no campo de batalha, compre um card.
Os cards nos cemitérios não podem ser alvo de mágicas nem de habilidades.","""Que todos os que nós enterramos fiquem enterrados para sempre.""
— Seton, druida centauro",Selo da Terra,"Selo da Terra - Quando Selo da Terra entrar no campo de batalha, compre um card. Os cards nos cemitérios não podem ser alvo de mágicas nem de habilidades. ""Que todos os que nós enterramos fiquem enterrados para sempre."" — Seton, druida centauro"
G,Portuguese (Brazil),Mágica Instantânea,"Como custo adicional para conjurar esta mágica, sacrifique um terreno.
Procure até dois cards de terreno básico em seu grimório, coloque-os no campo de batalha e depois embaralhe seu grimório.",Nenhum lugar na natureza é verdadeiramente estéril.,Estorrar,"Estorrar - Como custo adicional para conjurar esta mágica, sacrifique um terreno. Procure até dois cards de terreno básico em seu grimório, coloque-os no campo de batalha e depois embaralhe seu grimório. Nenhum lugar na natureza é verdadeiramente estéril."
G,Portuguese (Brazil),Criatura — Centauro Xamã,"As mágicas de encantamentos que você conjura custam {1} a menos para serem conjuradas.
Toda vez que você conjura uma mágica de encantamento, você ganha 1 ponto de vida.",A honra de carregar o estandarte dos deuses não é nada comparado à glória de estar mais perto de Nyx.,Arauto do Panteão,"Arauto do Panteão - As mágicas de encantamentos que você conjura custam {1} a menos para serem conjuradas. Toda vez que você conjura uma mágica de encantamento, você ganha 1 ponto de vida. A honra de carregar o estandarte dos deuses não é nada comparado à glória de estar mais perto de Nyx."
G,Portuguese (Brazil),Criatura — Hidra,"Toda vez que Hidra Onívora causa dano de combate a um oponente, ela causa aquela quantidade de dano a cada outro oponente.","""Deveríamos aprender com a hidra. Ela não tem favoritos; devora todos igualmente.""
— Thrass, druida ancião",Hidra Onívora,"Hidra Onívora - Toda vez que Hidra Onívora causa dano de combate a um oponente, ela causa aquela quantidade de dano a cada outro oponente. ""Deveríamos aprender com a hidra. Ela não tem favoritos; devora todos igualmente."" — Thrass, druida ancião"
G,Portuguese (Brazil),Feitiço,Revele os seis cards do topo de seu grimório. Coloque até três cards de encantamento dentre eles na sua mão e o restante dos cards revelados no seu cemitério.,"O horizonte é tentador, tanto por sua incerteza quanto por seu potencial.",Visão de Crufix,"Visão de Crufix - Revele os seis cards do topo de seu grimório. Coloque até três cards de encantamento dentre eles na sua mão e o restante dos cards revelados no seu cemitério. O horizonte é tentador, tanto por sua incerteza quanto por seu potencial."
G,Portuguese (Brazil),Criatura — Inseto,"Atropelar
Quando Monstro do Cemitério Bolorento morrer, exile-o e depois devolva dois cards de criatura aleatoriamente de seu cemitério para o campo de batalha.",A fronteira entre a vida e a morte é fina como a camada superficial do solo.,Monstro do Cemitério Bolorento,"Monstro do Cemitério Bolorento - Atropelar Quando Monstro do Cemitério Bolorento morrer, exile-o e depois devolva dois cards de criatura aleatoriamente de seu cemitério para o campo de batalha. A fronteira entre a vida e a morte é fina como a camada superficial do solo."
G,Portuguese (Brazil),Encantamento — Aura,"Encantar terreno
Toda vez que o terreno encantado é virado para gerar mana, seu controlador adiciona {G}{G} extras.","""Que a floresta se espalhe! De sal, pedra e lama, que as novas árvores cresçam.""
— Molimo, feiticeiro maro",Vegetação Exuberante,"Vegetação Exuberante - Encantar terreno Toda vez que o terreno encantado é virado para gerar mana, seu controlador adiciona {M}{M} extras. ""Que a floresta se espalhe! De sal, pedra e lama, que as novas árvores cresçam."" — Molimo, feiticeiro maro"
G,Portuguese (Brazil),Criatura — Besta,"Atropelar
Aterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, você pode criar uma ficha de criatura verde 4/4 do tipo Besta.","""Quando a terra se enfurece, eles fazem o mesmo.""
— Nissa Revane",Baloths Enfurecidos,"Baloths Enfurecidos - Atropelar Aterragem — Toda vez que um terreno entra no campo de batalha sob seu controle, você pode criar uma ficha de criatura verde 4/4 do tipo Besta. ""Quando a terra se enfurece, eles fazem o mesmo."" — Nissa Revane"
G,Portuguese (Brazil),Criatura — Elfo Xamã,"Quando Sábio da Reivindicação entra no campo de batalha, você pode destruir o artefato ou encantamento alvo.","""Aquilo que um dia foi formado por pedreiros, moldado por ferreiros ou animado por magos, eu devolverei ao abraço da terra.""",Sábio da Reivindicação,"Sábio da Reivindicação - Quando Sábio da Reivindicação entra no campo de batalha, você pode destruir o artefato ou encantamento alvo. ""Aquilo que um dia foi formado por pedreiros, moldado por ferreiros ou animado por magos, eu devolverei ao abraço da terra."""
G,Portuguese (Brazil),Criatura — Cobra Xamã,"Sacrifique Ancião da Tribo Sakura: Procure um card de terreno básico no seu grimório, coloque-o no campo de batalha virado e depois embaralhe seu grimório.","Não havia lápides no território dos orochis. Os guerreiros mortos eram enterrados com brotos de árvores, para que depois da morte se tornassem parte da floresta.",Ancião da Tribo Sakura,"Ancião da Tribo Sakura - Sacrifique Ancião da Tribo Sakura: Procure um card de terreno básico no seu grimório, coloque-o no campo de batalha virado e depois embaralhe seu grimório. Não havia lápides no território dos orochis. Os guerreiros mortos eram enterrados com brotos de árvores, para que depois da morte se tornassem parte da floresta."
G,Portuguese (Brazil),Criatura — Inseto,"No início de sua manutenção, se você controlar cinco ou mais terrenos, coloque quatro marcadores +1/+1 em Multidão de Cascudos.","""Regra de sobrevivência 781: Sempre há mais cascudos.""
— Zurdi, atalhadeiro goblin",Multidão de Cascudos,"Multidão de Cascudos - No início de sua manutenção, se você controlar cinco ou mais terrenos, coloque quatro marcadores +1/+1 em Multidão de Cascudos. ""Regra de sobrevivência 781: Sempre há mais cascudos."" — Zurdi, atalhadeiro goblin"
G,Portuguese (Brazil),Encantamento — Aura,"Encantar terreno
O terreno encantado tem ""{T}: Crie uma ficha de criatura verde 5/5 do tipo Besta com atropelar.""","A única fonte de água em quilômetros de deserto, mas as tribos locais a evitam a todo custo.",Área de Reprodução,"Área de Reprodução - Encantar terreno O terreno encantado tem ""{T}: Crie uma ficha de criatura verde 5/5 do tipo Besta com atropelar."" A única fonte de água em quilômetros de deserto, mas as tribos locais a evitam a todo custo."
G,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +3/+3, tem atropelar e não pode atacar você nem um planeswalker que você controle.","""A selvageria é o direito nato de toda criatura que respira — ou que gostaria de respirar.""
— Karador, cacique fantasma",Voto de Selvageria,"Voto de Selvageria - Encantar criatura A criatura encantada recebe +3/+3, tem atropelar e não pode atacar você nem um planeswalker que você controle. ""A selvageria é o direito nato de toda criatura que respira — ou que gostaria de respirar."" — Karador, cacique fantasma"
G,Portuguese (Brazil),Encantamento — Aura,"Encantar terreno
Toda vez que o terreno encantado é virado para gerar mana, seu controlador adiciona {G} extra.","Se você parar para escutar, dá para ouvi-la crescer.",Crescimento Virente,"Crescimento Virente - Encantar terreno Toda vez que o terreno encantado é virado para gerar mana, seu controlador adiciona {M} extra. Se você parar para escutar, dá para ouvi-la crescer."
G,Portuguese (Brazil),Criatura — Humano Druida,Encantadora de Yavimaya recebe +1/+1 para cada encantamento no campo de batalha.,Suas raízes a conectam aos desejos da floresta.,Encantadora de Yavimaya,Encantadora de Yavimaya - Encantadora de Yavimaya recebe +1/+1 para cada encantamento no campo de batalha. Suas raízes a conectam aos desejos da floresta.
W,Portuguese (Brazil),Criatura — Kor Soldado,"Vigilância
{T}, sacrifique Socorrista do Penhasco: A permanente alvo que você controla ganha proteção contra cada um de seus oponentes até o final do turno. (Ela não pode ser bloqueada, ser alvo, sofrer dano, ser encantada nem equipada por nada controlado por aqueles jogadores.)","""Continua! Eu vou ganhar tempo!""",Socorrista do Penhasco,"Socorrista do Penhasco - Vigilância {T}, sacrifique Socorrista do Penhasco: A permanente alvo que você controla ganha proteção contra cada um de seus oponentes até o final do turno. (Ela não pode ser bloqueada, ser alvo, sofrer dano, ser encantada nem equipada por nada controlado por aqueles jogadores.) ""Continua! Eu vou ganhar tempo!"""
W,Portuguese (Brazil),Encantamento,As criaturas que você controla recebem +1/+1 para cada vez que você conjurou seu comandante da zona de comando neste jogo.,"Ao retorno triunfante do general, uma onda de vigor renovado contagiou as fileiras de soldados.",Insígnia do Comandante,"Insígnia do Comandante - As criaturas que você controla recebem +1/+1 para cada vez que você conjurou seu comandante da zona de comando neste jogo. Ao retorno triunfante do general, uma onda de vigor renovado contagiou as fileiras de soldados."
W,Portuguese (Brazil),Criatura — Humano Artesão,"As Esculturas que você controla não podem atacar nem bloquear.
No início de sua etapa final, crie uma ficha de criatura artefato incolor do tipo Escultura com ""O poder e a resistência desta criatura são cada um igual ao número de Esculturas que você controla."".","""Lembre-se de mim não como sou, mas como deveria ter sido.""",Artesão Condenado,"Artesão Condenado - As Esculturas que você controla não podem atacar nem bloquear. No início de sua etapa final, crie uma ficha de criatura artefato incolor do tipo Escultura com ""O poder e a resistência desta criatura são cada um igual ao número de Esculturas que você controla."". ""Lembre-se de mim não como sou, mas como deveria ter sido."""
W,Portuguese (Brazil),Encantamento,"Toda vez que você conjurar uma mágica, povoe. (Crie uma ficha que seja uma cópia de uma ficha de criatura que você controla.)","""Mat'Selesnya canta, e a vida floresce em resposta.""",Canção da Anima Mundi,"Canção da Anima Mundi - Toda vez que você conjurar uma mágica, povoe. (Crie uma ficha que seja uma cópia de uma ficha de criatura que você controla.) ""Mat'Selesnya canta, e a vida floresce em resposta."""
U,Portuguese (Brazil),Mágica Instantânea,"O jogador alvo devolve cada comandante que ele controla do campo de batalha para a zona de comando.
Compre um card.","""Enquanto eles correm para preencher o súbito vazio no topo, nós atacamos.""
— Sedris, o Rei Traidor",Vácuo de Liderança,"Vácuo de Liderança - O jogador alvo devolve cada comandante que ele controla do campo de batalha para a zona de comando. Compre um card. ""Enquanto eles correm para preencher o súbito vazio no topo, nós atacamos."" — Sedris, o Rei Traidor"
U,Portuguese (Brazil),Feitiço,"Até seu próximo turno, as criaturas que o jogador alvo controla têm poder e resistência básicos 1/1.
Recapitular {3}{U} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)",Da brutalidade à fofura.,Diminuir em Massa,"Diminuir em Massa - Até seu próximo turno, as criaturas que o jogador alvo controla têm poder e resistência básicos 1/1. Recapitular {3}{M} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.) Da brutalidade à fofura."
